1772435703.0111444,Maritimo,45
1772435703.0111444,Cables,15
1772435703.0111444,MarChina,42
1772435703.0111444,Espacio,20
1772435703.0111444,Ciber,33
1772439302.8825517,Petroleo,35
1772439302.8825517,Maritimo,45
1772439302.8825517,Cables,15
1772439302.8825517,MarChina,42
1772439302.8825517,Espacio,20
1772439302.8825517,Ciber,33
1772442902.3870149,Petroleo,35
1772442902.3870149,Maritimo,45
1772442902.3870149,Cables,15
1772442902.3870149,MarChina,42
1772442902.3870149,Espacio,20
1772442902.3870149,Ciber,33
1772446502.4458394,Petroleo,35
1772446502.4458394,Maritimo,45
1772446502.4458394,Cables,15
1772446502.4458394,MarChina,42
1772446502.4458394,Espacio,20
1772446502.4458394,Ciber,33
1772450102.830182,Petroleo,35
1772450102.830182,Maritimo,45
1772450102.830182,Cables,15
1772450102.830182,MarChina,42
1772450102.830182,Espacio,20
1772450102.830182,Ciber,33
1772453702.6664212,Petroleo,35
1772453702.6664212,Maritimo,45
1772453702.6664212,Cables,15
1772453702.6664212,MarChina,42
1772453702.6664212,Espacio,20
1772453702.6664212,Ciber,33
1772457302.3254764,Petroleo,35
1772457302.3254764,Maritimo,45
1772457302.3254764,Cables,15
1772457302.3254764,MarChina,42
1772457302.3254764,Espacio,20
1772457302.3254764,Ciber,33
1772460902.8877995,Petroleo,35
1772460902.8877995,Maritimo,45
1772460902.8877995,Cables,15
1772460902.8877995,MarChina,42
1772460902.8877995,Espacio,20
1772460902.8877995,Ciber,33
1772464502.6216288,Petroleo,35
1772464502.6216288,Maritimo,45
1772464502.6216288,Cables,15
1772464502.6216288,MarChina,42
1772464502.6216288,Espacio,20
1772464502.6216288,Ciber,33
1772468102.397465,Petroleo,35
1772468102.397465,Maritimo,45
1772468102.397465,Cables,15
1772468102.397465,MarChina,42
1772468102.397465,Espacio,20
1772468102.397465,Ciber,33
1772471702.2183402,Petroleo,35
1772471702.2183402,Maritimo,45
1772471702.2183402,Cables,15
1772471702.2183402,MarChina,42
1772471702.2183402,Espacio,20
1772471702.2183402,Ciber,33
1772475302.985358,Petroleo,35
1772475302.985358,Maritimo,45
1772475302.985358,Cables,15
1772475302.985358,MarChina,42
1772475302.985358,Espacio,20
1772475302.985358,Ciber,33
1772478902.5402563,Petroleo,35
1772478902.5402563,Maritimo,45
1772478902.5402563,Cables,15
1772478902.5402563,MarChina,42
1772478902.5402563,Espacio,20
1772478902.5402563,Ciber,33
1772482503.0167046,Petroleo,35
1772482503.0167046,Maritimo,45
1772482503.0167046,Cables,15
1772482503.0167046,MarChina,42
1772482503.0167046,Espacio,20
1772482503.0167046,Ciber,33
1772486102.580887,Petroleo,35
1772486102.580887,Maritimo,45
1772486102.580887,Cables,15
1772486102.580887,MarChina,42
1772486102.580887,Espacio,20
1772486102.580887,Ciber,33
1772489036.4041097,Petroleo,35
1772489036.4041097,Maritimo,45
1772489036.4041097,Cables,15
1772489036.4041097,MarChina,42
1772489036.4041097,Espacio,20
1772489036.4041097,Ciber,33
1772489118.6401796,Petroleo,35
1772489118.6401796,Maritimo,45
1772489118.6401796,Cables,15
1772489118.6401796,MarChina,42
1772489118.6401796,Espacio,20
1772489118.6401796,Ciber,33
1772489702.5051937,Petroleo,35
1772489702.5051937,Maritimo,45
1772489702.5051937,Cables,15
1772489702.5051937,MarChina,42
1772489702.5051937,Espacio,20
1772489702.5051937,Ciber,33
1772493302.2557807,Petroleo,35
1772493302.2557807,Maritimo,45
1772493302.2557807,Cables,15
1772493302.2557807,MarChina,42
1772493302.2557807,Espacio,20
1772493302.2557807,Ciber,33
1772496902.4635196,Petroleo,35
1772496902.4635196,Maritimo,45
1772496902.4635196,Cables,15
1772496902.4635196,MarChina,42
1772496902.4635196,Espacio,20
1772496902.4635196,Ciber,33
1772500502.6420374,Petroleo,35
1772500502.6420374,Maritimo,45
1772500502.6420374,Cables,15
1772500502.6420374,MarChina,42
1772500502.6420374,Espacio,20
1772500502.6420374,Ciber,33
1772504102.2930553,Petroleo,35
1772504102.2930553,Maritimo,45
1772504102.2930553,Cables,15
1772504102.2930553,MarChina,42
1772504102.2930553,Espacio,20
1772504102.2930553,Ciber,33
1772507702.8999338,Petroleo,35
1772507702.8999338,Maritimo,45
1772507702.8999338,Cables,15
1772507702.8999338,MarChina,42
1772507702.8999338,Espacio,20
1772507702.8999338,Ciber,33
1772511302.6279645,Petroleo,35
1772511302.6279645,Maritimo,45
1772511302.6279645,Cables,15
1772511302.6279645,MarChina,42
1772511302.6279645,Espacio,20
1772511302.6279645,Ciber,33
1772514902.6934142,Petroleo,35
1772514902.6934142,Maritimo,45
1772514902.6934142,Cables,15
1772514902.6934142,MarChina,42
1772514902.6934142,Espacio,20
1772514902.6934142,Ciber,33
1772518502.4558914,Petroleo,35
1772518502.4558914,Maritimo,45
1772518502.4558914,Cables,15
1772518502.4558914,MarChina,42
1772518502.4558914,Espacio,20
1772518502.4558914,Ciber,33
1772522102.9452975,Petroleo,35
1772522102.9452975,Maritimo,45
1772522102.9452975,Cables,15
1772522102.9452975,MarChina,42
1772522102.9452975,Espacio,20
1772522102.9452975,Ciber,33
1772525702.8027537,Petroleo,35
1772525702.8027537,Maritimo,45
1772525702.8027537,Cables,15
1772525702.8027537,MarChina,42
1772525702.8027537,Espacio,20
1772525702.8027537,Ciber,33
1772529302.3711343,Petroleo,35
1772529302.3711343,Maritimo,45
1772529302.3711343,Cables,15
1772529302.3711343,MarChina,42
1772529302.3711343,Espacio,20
1772529302.3711343,Ciber,33
1772532902.5369556,Petroleo,35
1772532902.5369556,Maritimo,45
1772532902.5369556,Cables,15
1772532902.5369556,MarChina,42
1772532902.5369556,Espacio,20
1772532902.5369556,Ciber,33
1772536502.2932122,Petroleo,35
1772536502.2932122,Maritimo,45
1772536502.2932122,Cables,15
1772536502.2932122,MarChina,42
1772536502.2932122,Espacio,20
1772536502.2932122,Ciber,33
1772540103.0137482,Petroleo,35
1772540103.0137482,Maritimo,45
1772540103.0137482,Cables,15
1772540103.0137482,MarChina,42
1772540103.0137482,Espacio,20
1772540103.0137482,Ciber,33
1772543223.975178,Petroleo,35
1772543223.975178,Maritimo,45
1772543223.975178,Cables,15
1772543223.975178,MarChina,42
1772543223.975178,Espacio,20
1772543223.975178,Ciber,33
1772543284.2314143,Petroleo,35
1772543284.2314143,Maritimo,45
1772543284.2314143,Cables,15
1772543284.2314143,MarChina,42
1772543284.2314143,Espacio,20
1772543284.2314143,Ciber,33
1772543333.1501424,Petroleo,35
1772543333.1501424,Maritimo,45
1772543333.1501424,Cables,15
1772543333.1501424,MarChina,42
1772543333.1501424,Espacio,20
1772543333.1501424,Ciber,33
1772558102.2378855,Petroleo,35
1772558102.2378855,Maritimo,45
1772558102.2378855,Cables,15
1772558102.2378855,MarChina,42
1772558102.2378855,Espacio,20
1772558102.2378855,Ciber,33
1772561702.2535443,Petroleo,35
1772561702.2535443,Maritimo,45
1772561702.2535443,Cables,15
1772561702.2535443,MarChina,42
1772561702.2535443,Espacio,20
1772561702.2535443,Ciber,33
1772564315.7303042,Petroleo,35
1772564315.7303042,Maritimo,45
1772564315.7303042,Cables,15
1772564315.7303042,MarChina,42
1772564315.7303042,Espacio,20
1772564315.7303042,Ciber,33
1772564725.5538456,Petroleo,35
1772564725.5538456,Maritimo,45
1772564725.5538456,Cables,15
1772564725.5538456,MarChina,42
1772564725.5538456,Espacio,20
1772564725.5538456,Ciber,33
1772565302.9052186,Petroleo,35
1772565302.9052186,Maritimo,45
1772565302.9052186,Cables,15
1772565302.9052186,MarChina,42
1772565302.9052186,Espacio,20
1772565302.9052186,Ciber,33
1772567443.7641144,Petroleo,35
1772567443.7641144,Maritimo,45
1772567443.7641144,Cables,15
1772567443.7641144,MarChina,42
1772567443.7641144,Espacio,20
1772567443.7641144,Ciber,33
1772568902.8662627,Petroleo,35
1772568902.8662627,Maritimo,45
1772568902.8662627,Cables,15
1772568902.8662627,MarChina,42
1772568902.8662627,Espacio,20
1772568902.8662627,Ciber,33
1772570443.0939798,Petroleo,35
1772570443.0939798,Maritimo,45
1772570443.0939798,Cables,15
1772570443.0939798,MarChina,42
1772570443.0939798,Espacio,20
1772570443.0939798,Ciber,33
1772571354.3685815,Petroleo,35
1772571354.3685815,Maritimo,45
1772571354.3685815,Cables,15
1772571354.3685815,MarChina,42
1772571354.3685815,Espacio,20
1772571354.3685815,Ciber,33
1772572502.2413092,Petroleo,35
1772572502.2413092,Maritimo,45
1772572502.2413092,Cables,15
1772572502.2413092,MarChina,42
1772572502.2413092,Espacio,20
1772572502.2413092,Ciber,33
1772576102.5272036,Petroleo,35
1772576102.5272036,Maritimo,45
1772576102.5272036,Cables,15
1772576102.5272036,MarChina,42
1772576102.5272036,Espacio,20
1772576102.5272036,Ciber,33
1772579702.0608852,Petroleo,35
1772579702.0608852,Maritimo,45
1772579702.0608852,Cables,15
1772579702.0608852,MarChina,42
1772579702.0608852,Espacio,20
1772579702.0608852,Ciber,33
1772583302.3369267,Petroleo,35
1772583302.3369267,Maritimo,45
1772583302.3369267,Cables,15
1772583302.3369267,MarChina,42
1772583302.3369267,Espacio,20
1772583302.3369267,Ciber,33
1772586902.0864294,Petroleo,35
1772594102.688527,Petroleo,35
1772594102.688527,Maritimo,45
1772594102.688527,Cables,15
1772594102.688527,MarChina,42
1772594102.688527,Espacio,20
1772594102.688527,Ciber,33
1772597702.75516,Petroleo,35
1772597702.75516,Maritimo,45
1772597702.75516,Cables,15
1772597702.75516,MarChina,42
1772597702.75516,Espacio,20
1772597702.75516,Ciber,33
1772601302.7387717,Petroleo,35
1772601302.7387717,Maritimo,45
1772601302.7387717,Cables,15
1772601302.7387717,MarChina,42
1772601302.7387717,Espacio,20
1772601302.7387717,Ciber,33
1772604902.7775815,Petroleo,35
1772604902.7775815,Maritimo,45
1772604902.7775815,Cables,15
1772604902.7775815,MarChina,42
1772604902.7775815,Espacio,20
1772604902.7775815,Ciber,33
1772608502.9682622,Petroleo,35
1772608502.9682622,Maritimo,45
1772608502.9682622,Cables,15
1772608502.9682622,MarChina,42
1772608502.9682622,Espacio,20
1772608502.9682622,Ciber,33
1772608990.3386993,Petroleo,35
1772608990.3386993,Maritimo,45
1772608990.3386993,Cables,15
1772608990.3386993,MarChina,42
1772608990.3386993,Espacio,20
1772608990.3386993,Ciber,33
1772612102.2460752,Petroleo,35
1772612102.2460752,Maritimo,45
1772612102.2460752,Cables,15
1772612102.2460752,MarChina,42
1772612102.2460752,Espacio,20
1772612102.2460752,Ciber,33
1772615702.8376098,Petroleo,35
1772615702.8376098,Maritimo,45
1772615702.8376098,Cables,15
1772615702.8376098,MarChina,42
1772615702.8376098,Espacio,20
1772615702.8376098,Ciber,33
1772619302.220269,Petroleo,35
1772619302.220269,Maritimo,45
1772619302.220269,Cables,15
1772619302.220269,MarChina,42
1772619302.220269,Espacio,20
1772619302.220269,Ciber,33
1772622902.966672,Petroleo,35
1772622902.966672,Maritimo,45
1772622902.966672,Cables,15
1772622902.966672,MarChina,42
1772622902.966672,Espacio,20
1772622902.966672,Ciber,33
1772626502.183936,Petroleo,35
1772626502.183936,Maritimo,45
1772626502.183936,Cables,15
1772626502.183936,MarChina,42
1772626502.183936,Espacio,20
1772626502.183936,Ciber,33
1772630102.2573583,Petroleo,35
1772630102.2573583,Maritimo,45
1772630102.2573583,Cables,15
1772630102.2573583,MarChina,42
1772630102.2573583,Espacio,20
1772630102.2573583,Ciber,33
